-112.0707922,33.4516246
-112.0655423,33.4492979
-112.0739312,33.4564905
-112.0748658,33.4701155
-80.5256905,43.4770992
-80.5266413,43.4858748
-80.846495,35.225825
-112.0744277,33.4484911
-112.0731006,33.4299067
-80.8396357,35.2270542
-112.0738147,33.4487514
-80.84395,35.225394
-80.5361832,43.4722801
-112.0742828,33.4787931
-80.8404318988,35.2274789984
-80.8419989013,35.2283137726
-80.846935,35.22586
-112.074115,33.475583
-80.968306,35.283424
-80.5408376,43.484427
-80.527637205,43.5026116046
-80.5231354,43.4679471
-80.4937878,43.4894705
-80.8427865,35.2207294
-112.0686202,33.4521542
-80.5256905,43.4770992
-112.0696144,33.4523351
-80.5211216,43.4793516
-112.067518,33.4660304
-112.074326,33.46084
-80.5293258,43.49749
-80.843155,35.218214
-112.0686202,33.4521542
-112.0686777,33.4579128
-112.0657878,33.4768722
-80.8440182,35.2275943
-80.5203846,43.4787316
-112.0686202,33.4521542
-80.5256905,43.4770992
-80.8530782034,35.2260468097
-80.840783,35.23361
-80.8502645514,35.2336634617
-80.849647,35.223622
-80.8343082,35.2262527
-80.8411478,35.227822
-80.5377496406,43.4723280992
-112.0742162,33.4796505
-80.8500343,35.2341598
-112.0743321,33.4580837
-112.0721778,33.4663026
-80.5231407,43.4768135
-80.844616,35.223805
-112.065825,33.442472
-80.8670549,35.089035
-80.5238819,43.4648096
-80.84468,35.226433
-112.0655975,33.4653345
-80.7791381,35.0952753
-80.5392510355,43.4721726021
-80.843388,35.2279912
-112.072117722,33.4448019849
-80.5243892,43.4752375
-80.8414916,35.2278131
-112.0657286,33.4657117
-80.5230849,43.4677521
-80.846592,35.228193
-80.8456832,35.2223511
-112.0691069,33.4458023
-80.5227058,43.4670204
-80.843388,35.2279912
-80.5379276723,43.4722519425
-112.0717019,33.4483992
-80.8547192,35.2283983
-80.537082,43.471891
-112.0722009,33.4724737
-112.0750849,33.4685474
-112.073929,33.429424
-80.8464246,35.2246161
-80.5353761,43.4723904
-112.0657967,33.4365057
-112.0742794,33.4722371
-80.8419492,35.2262406
-112.0613638,33.4660928
-80.5232652,43.4692451
-112.0740375,33.4501458
-112.0255034,33.5303271
-80.5223045,43.4646939
-112.071886,33.449858
-80.5219541118,43.4628223628
-112.0744277,33.4484911
-80.536591,43.472091
-80.5377811566,43.4727816313
-112.0699472,33.4506843
-80.5244182,43.486349
-80.5246119,43.4646469
-80.5409781,43.5071296
-80.8473278,35.2239303
-80.8394745,35.2278411
-112.0996404,33.5176328
-112.0705878,33.4500609
-112.0706266,33.4450359
-80.519187,43.4772196
-112.0678078,33.4585108
-112.0740511,33.4499524
-80.847333,35.234098
-80.847,35.217205
-112.070122,33.443909
-80.5398649,43.4691285
-112.0772,33.449188
-112.070655,33.4555253
-80.5273068,43.463366
-80.8426239,35.2284099
-112.0740962,33.4794824
-80.5371146277,43.4725006073
-112.072706876,33.4483756752
-112.0686337,33.4516878
-80.5182138,43.483281
-112.0656044,33.4372015
-80.5194703,43.476998
-80.528095,43.474541
-80.8421891375,35.2247714304
-80.8414916,35.2278131
-112.0736968,33.476644
-80.5137443,43.471126
-80.8480944,35.056435
-80.5233044,43.4679985
-80.84581,35.214505
-80.5381164327,43.4721891678
-80.8393449,35.2216474
-80.5235285,43.4636098
-80.838659,35.228234
-80.5545309,43.5093982
-80.851868,35.233064
-112.0737923,33.4568607
-112.0741097,33.4505535
-80.5183755,43.4782831
-80.52628,43.484483
-112.0686202,33.4521542
-112.0737003,33.4757646
-80.5178879,43.4758781
-80.84395,35.225394
-80.8449462,35.225705
-112.0709775,33.4470733
-80.5221597,43.4642893
-80.8464728,35.2240131
-80.84104,35.2244979
-80.8411478,35.227822
-112.073569,33.4640982988
-80.841786,35.2340477
-80.8174063386,35.0578530619
-80.5193889,43.4596341
-80.8439988,35.2329575
-80.809002,35.220697
-80.523446,43.4667473
-80.5365122,43.4720116
-80.5238087,43.466708
-80.5250886,43.477593
-80.5228895,43.467046
-80.857545,35.117183
-80.783798,35.096526
-80.527828,43.489061
-112.0696051,33.464388
-80.5351869,43.5030738
-112.0709775,33.4470733
-80.843388,35.2279912
-80.53118,43.502488
-80.5213927,43.4659522
-80.521901,43.4647024
-80.5249727,43.4845752
-80.5243842,43.5048639
-80.5373674259,43.4730259144
-112.070585498,33.4507074659
-112.074248,33.47626
-80.922732,35.237471
-80.849538,35.227078
-112.074802052,33.448424817
-80.5364492,43.4720225
-80.8428142,35.2265794
-80.845804,35.2263469
-80.5223193,43.4648949
-112.06909,33.46544
-80.555717,43.452243
-80.8319153,35.1879068
-80.8530782034,35.2260468097
-80.5391085148,43.4719665363
-80.8401304,35.2273178
-80.843388,35.2279912
-80.5243892,43.4752375
-112.073577,33.44455
-80.5260902,43.483456
-80.8461559,35.22533
-80.844191,35.226995
-112.0736854,33.4793911
-112.071322,33.449909
-112.073417,33.477939
-80.845006058,35.2286502258
-112.06649,33.4667869
-112.0741767,33.4558849
-80.8411478,35.227822
-112.081565,33.465499
-80.5252447306,43.4763190134
-112.0739284,33.4739691
-80.851336,35.238088
-112.074153,33.46425
-80.538629,43.472371
-80.9405309,35.239674
-112.072914,33.477594
-80.531231,43.5028859
